Countries,Indicators,,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tunisia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,264.8383,282.5686,307.972,335.4456,367.2307,398.7544,443.5716,448.6355,457.2707,456.6804
Tunisia,External Health Expenditure (EXT) per Capita in PPP Int$,,2.7569,4.1479,5.7316,7.21,8.9877,0.6933,0.7769,0.4693,0.496,0.5235
Tunisia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,212.6781,222.7882,237.9511,253.3315,270.6899,286.8492,293.2361,293.2944,317.3594,321.7469
Tunisia,Gross Domestic Product ,in current PPP per capita,"9,137.62","9,609.74","9,904.59","10,225.33","10,120.65","10,595.81","10,949.06","11,329.65","11,447.12","11,598.80"
Tunisia,General government expenditure ,in current PPP per capita,"2,235.42","2,386.27","2,550.40","2,574.05","2,964.85","3,155.07","3,549.94","3,377.19","3,298.67","3,327.84"
United Arab Emirates,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,124.50","1,289.57","1,765.42","1,549.92","1,551.25","1,512.69","1,672.07","1,740.32","1,794.78","1,845.41"
United Arab Emirates,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,,,0,,,0
United Arab Emirates,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,553.4223,507.2008,385.7611,392.5606,361.654,349.035,398.5695,436.6438,448.113,472.7092
United Arab Emirates,Gross Domestic Product ,in current PPP per capita,"74,698.27","68,902.23","59,160.02","56,415.08","58,404.01","60,914.80","64,713.12","67,553.85","70,254.81","72,399.67"
United Arab Emirates,General government expenditure ,in current PPP per capita,"13,187.69","15,124.01","20,704.19","18,177.12","18,192.69","17,740.63","19,609.62","22,375.47","22,746.10","23,387.78"
Yemen,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,61.7727,65.094,54.1257,50.9977,41.5577,47.9556,39.261,31.0895,14.7155,
Yemen,External Health Expenditure (EXT) per Capita in PPP Int$,,6.615,5.9479,7.0579,5.4782,6.5534,7.0684,9.2781,12.2602,11.2496,
Yemen,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,158.9948,160.5709,183.7444,167.5734,131.5547,143.7523,148.288,146.8184,116.998,
Yemen,Gross Domestic Product ,in current PPP per capita,"3,949.78","4,061.24","4,135.87","4,388.14","3,805.24","3,863.29","4,007.83","3,968.11","2,578.97","1,671.79"
Yemen,General government expenditure ,in current PPP per capita,"1,593.72","1,675.14","1,456.44","1,325.37","1,135.48","1,399.21","1,234.30","1,102.34",660.2658,487.9033
Albania,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,181.8983,214.5945,239.3661,237.4674,283.3574,275.2522,290.1368,337.6114,322.5877,314.174
Albania,External Health Expenditure (EXT) per Capita in PPP Int$,,17.8969,8.9593,15.119,11.1889,8.5137,12.2365,8.1279,3.7483,5.8337,5.0312
Albania,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,238.1467,227.695,188.8296,229.6551,275.9027,323.9776,366.8545,428.9719,429.813,440.4618
Albania,Gross Domestic Product ,in current PPP per capita,"7,145.45","8,106.39","8,708.79","9,547.21","10,132.90","10,455.45","10,484.45","11,137.18","11,118.19","11,341.88"
Albania,General government expenditure ,in current PPP per capita,"2,094.26","2,571.87","2,845.98","2,805.60","2,930.77","2,951.48","3,060.70","3,533.72","3,392.76","3,304.27"
Andorra,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,563.11","1,630.82","1,710.76","1,755.05","1,838.03","2,050.85","2,195.98","2,371.52","2,461.32","2,446.03"
Andorra,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,"2,077.88","1,928.76","1,848.67","1,788.89","1,780.57","1,937.59","2,013.33","2,124.57","2,160.70","2,075.97"
Andorra,Gross Domestic Product ,in current PPP per capita,"48,622.74","45,310.10","43,937.59","41,667.98","41,064.52","43,940.85","46,006.62","48,299.60","49,676.38","48,021.19"
Andorra,General government expenditure ,in current PPP per capita,"14,276.01","14,922.51","15,681.02","16,112.62","15,879.26","16,448.69","16,342.59","15,854.75","16,146.51","17,449.75"
Armenia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,106.9806,108.6146,114.4711,110.8644,116.9073,117.8587,118.1288,126.4166,140.5319,144.2655
Armenia,External Health Expenditure (EXT) per Capita in PPP Int$,,30.2923,19.6062,18.9769,17.6569,22.3276,22.2658,15.9781,13.0722,9.5623,14.8782
Armenia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,222.0277,186.7627,162.2091,214.7937,122.738,366.0441,517.319,704.9518,720.8096,707.1583
Armenia,Gross Domestic Product ,in current PPP per capita,"6,605.22","7,260.97","6,323.58","6,567.26","7,022.10","7,649.49","7,997.39","8,397.10","8,727.56","8,832.76"
Armenia,General government expenditure ,in current PPP per capita,"1,480.87","1,614.55","1,805.60","1,720.66","1,753.02","1,714.62","1,903.11","2,014.52","2,298.04","2,383.16"
Austria,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,737.21","2,969.81","3,051.18","3,115.68","3,246.04","3,461.93","3,569.08","3,685.71","3,781.73","3,839.56"
Austria,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,707.1022,734.2823,756.0776,800.5558,836.845,887.128,948.1046,970.6718,987.2906,"1,001.83"
Austria,Gross Domestic Product ,in current PPP per capita,"39,445.19","41,383.40","40,960.00","42,106.24","44,540.20","46,578.18","48,080.60","49,008.67","50,218.73","50,731.67"
Austria,General government expenditure ,in current PPP per capita,"19,424.44","20,639.55","22,177.71","22,248.85","22,669.59","23,854.10","24,832.51","25,648.24","25,602.92","25,722.65"
Azerbaijan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,117.7946,111.2309,196.4859,182.3265,170.8613,195.343,198.1107,217.3347,254.9173,238.1812
Azerbaijan,External Health Expenditure (EXT) per Capita in PPP Int$,,4.1979,3.4068,4.704,4.3432,3.7344,7.5152,3.4006,4.5902,5.1299,4.4827
Azerbaijan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,453.759,430.2,598.675,578.06,552.6844,601.3978,678.0156,754.4617,951.6329,941.5475
Azerbaijan,Gross Domestic Product ,in current PPP per capita,"12,273.08","13,708.20","14,938.85","15,665.45","15,800.15","16,234.80","17,229.41","17,666.38","17,840.93","17,314.30"
Azerbaijan,General government expenditure ,in current PPP per capita,"3,199.28","4,309.83","5,154.87","5,006.38","5,330.22","5,947.78","6,509.22","6,426.04","6,900.48","6,132.85"
Belarus,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,528.2581,518.9671,524.79,613.4329,530.4491,612.5797,651.1745,636.8837,676.6873,707.4992
Belarus,External Health Expenditure (EXT) per Capita in PPP Int$,,1.0516,1.6381,2.142,4.0952,2.4449,5.1013,4.2344,3.0371,4.3508,2.493
Belarus,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,194.1521,235.4092,251.312,262.9293,281.1966,287.1401,351.1938,355.0064,403.0323,412.192
Belarus,Gross Domestic Product ,in current PPP per capita,"12,789.48","14,414.32","15,078.51","15,936.55","17,175.45","17,788.43","18,246.92","18,882.49","18,354.61","18,227.74"
Belarus,General government expenditure ,in current PPP per capita,"6,502.01","8,942.46","7,796.59","7,062.87","6,920.49","6,918.26","7,447.15","7,333.28","7,978.57","8,349.53"
Belgium,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,675.20","2,915.10","3,140.30","3,265.12","3,411.53","3,555.16","3,702.42","3,829.65","3,845.40","3,925.96"
Belgium,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,
Belgium,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,613.7903,634.1251,672.8107,699.5405,731.2566,744.3852,784.1058,792.8559,757.8027,740.2743
Belgium,Gross Domestic Product ,in current PPP per capita,"37,009.65","38,287.61","38,155.41","40,296.94","41,425.36","42,554.85","43,694.99","44,713.93","45,564.11","46,500.18"
Belgium,General government expenditure ,in current PPP per capita,"17,856.78","19,251.29","20,661.22","21,494.97","22,557.18","23,773.50","24,397.04","24,708.94","24,534.18","24,780.29"
Bosnia and Herzegovina,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,417.9221,475.7834,552.3291,571.3141,620.8082,662.4783,711.5848,742.472,762.7811,795.2374
Bosnia and Herzegovina,External Health Expenditure (EXT) per Capita in PPP Int$,,3.1031,3.4059,7.6255,12.7676,17.3129,18.335,14.4377,14.2806,1.1432,2.6064
Bosnia and Herzegovina,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,334.457,375.1784,248.5225,252.4781,267.6,281.9511,297.0581,305.8197,310.4944,322.2116
Bosnia and Herzegovina,Gross Domestic Product ,in current PPP per capita,"7,926.91","8,817.51","8,996.55","9,307.93","9,893.58","10,170.38","10,811.39","11,141.88","11,526.50","12,172.04"
Bosnia and Herzegovina,General government expenditure ,in current PPP per capita,"3,689.76","4,356.52","4,408.96","4,606.59","4,592.72","4,772.42","4,869.83","5,155.53","5,007.21","5,150.70"
Bulgaria,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,437.8949,497.6739,501.7507,584.6918,603.7898,623.5026,668.9648,784.6727,753.1744,797.8581
Bulgaria,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,334.5601,382.9539,413.7435,456.6401,495.8864,586.0115,614.0899,680.6549,705.974,756.6874
Bulgaria,Gross Domestic Product ,in current PPP per capita,"12,752.50","14,280.44","14,100.66","14,895.89","15,631.26","16,161.02","16,587.28","17,456.35","18,054.34","19,172.79"
Bulgaria,General government expenditure ,in current PPP per capita,"4,809.27","5,300.74","5,552.70","5,387.81","5,287.65","5,568.12","6,229.42","7,342.27","7,346.01","6,702.58"
Croatia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,247.29","1,344.91","1,352.65","1,334.70","1,321.97","1,359.20","1,207.83","1,239.72","1,277.56","1,334.27"
Croatia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,178.8608,232.8502,224.4884,223.3347,194.3676,188.6626,190.5193,244.6637,251.2609,261.9501
Croatia,Gross Domestic Product ,in current PPP per capita,"19,317.29","20,826.27","20,009.76","19,765.68","20,713.89","21,114.91","21,773.98","22,033.45","22,649.61","23,749.14"
Croatia,General government expenditure ,in current PPP per capita,"8,781.78","9,459.17","9,662.30","9,331.22","9,975.40","9,984.42","10,375.23","10,593.71","10,936.71","11,147.64"
Cyprus,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,721.1704,890.6809,952.501,"1,019.57","1,042.21",970.4613,970.1374,896.3885,909.7861,958.3231
Cyprus,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,12.829,13.8648,14.7707,16.803,17.147,28.1609,26.4583
Cyprus,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,869.0855,"1,091.01","1,108.98",865.9358,948.7951,942.0409,907.3598,917.3661,952.4658,"1,020.13"
Cyprus,Gross Domestic Product ,in current PPP per capita,"33,243.43","35,286.00","34,354.23","33,681.51","33,632.35","31,986.23","30,481.41","30,188.89","31,548.34","33,007.88"
Cyprus,General government expenditure ,in current PPP per capita,"12,499.98","13,553.02","14,464.71","14,161.44","14,241.98","13,404.06","12,761.18","14,732.04","12,825.07","12,733.12"
Czech Republic,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,322.45","1,440.01","1,670.87","1,596.84","1,683.06","1,706.48","1,984.65","2,041.28","1,994.85","2,034.38"
Czech Republic,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,215.1314,286.8289,303.4089,292.9609,302.0751,312.3447,323.2764,348.1316,359.7145,373.2867
Czech Republic,Gross Domestic Product ,in current PPP per capita,"26,233.97","27,955.66","27,642.39","27,727.02","28,823.11","29,062.01","30,480.34","32,302.99","33,493.45","34,752.07"
Czech Republic,General government expenditure ,in current PPP per capita,"10,591.79","11,360.33","12,217.88","12,065.24","12,403.95","12,926.69","12,985.41","13,707.46","13,966.39","13,721.01"
Denmark,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"3,049.34","3,309.47","3,643.81","3,739.32","3,776.24","3,861.07","4,012.82","4,113.96","4,227.49","4,284.34"
Denmark,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,530.4611,556.087,590.3962,641.3082,657.1561,650.9801,657.686,673.1005,686.7152,698.3683
Denmark,Gross Domestic Product ,in current PPP per capita,"39,064.44","41,412.74","40,417.66","43,142.21","44,482.80","44,892.73","46,829.47","48,039.69","48,879.25","49,207.35"
Denmark,General government expenditure ,in current PPP per capita,"19,372.61","20,876.48","22,850.65","24,450.08","25,101.34","26,017.55","26,140.39","26,526.42","26,774.90","26,373.03"
Estonia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,834.2448,992.829,"1,034.10","1,013.82","1,069.85","1,152.44","1,244.78","1,334.04","1,401.66","1,499.00"
Estonia,External Health Expenditure (EXT) per Capita in PPP Int$,,3.5977,5.5968,4.9441,24.7316,20.4203,5.8926,1.07,4.2132,3.807,3.6875
Estonia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,245.1039,269.8639,272.5058,299.5574,307.588,325.6886,372.9774,400.384,423.6333,450.9323
Estonia,Gross Domestic Product ,in current PPP per capita,"21,923.88","22,641.18","20,479.91","21,573.33","24,502.07","25,972.97","27,450.39","28,510.80","28,700.69","29,739.86"
Estonia,General government expenditure ,in current PPP per capita,"7,473.58","8,999.71","9,431.47","8,739.99","9,170.10","10,208.08","10,555.31","10,958.01","11,545.33","12,081.42"
Finland,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,286.74","2,507.90","2,608.51","2,654.05","2,832.33","2,959.19","3,064.69","3,062.33","3,186.36","3,181.09"
Finland,External Health Expenditure (EXT) per Capita in PPP Int$,,0.0373,0.0008,0.1603,0.2478,0.2293,0.1145,0.0502,0.0858,0.0482,0.0594
Finland,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,584.0878,631.2577,650.7227,686.9045,704.5856,706.4947,743.3639,745.223,808.453,836.9663
Finland,Gross Domestic Product ,in current PPP per capita,"37,630.52","39,920.53","37,796.50","38,757.61","40,676.21","40,627.61","41,311.41","41,483.84","42,052.50","43,316.43"
Finland,General government expenditure ,in current PPP per capita,"17,609.41","19,265.25","20,696.64","21,221.61","22,121.51","22,834.21","23,754.60","24,105.87","24,027.05","24,251.61"
France,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,722.56","2,831.00","3,006.84","3,088.59","3,204.90","3,260.98","3,465.20","3,576.66","3,573.47","3,964.32"
France,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,
France,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,327.9337,365.6141,394.8756,410.123,430.3418,434.4042,453.1488,461.8079,455.4759,466.5717
France,Gross Domestic Product ,in current PPP per capita,"34,357.33","35,358.40","34,917.97","36,197.72","37,667.15","37,866.08","39,727.55","40,328.67","40,570.68","41,443.51"
France,General government expenditure ,in current PPP per capita,"17,943.85","18,736.58","19,819.85","20,431.43","21,079.28","21,514.74","22,664.01","23,015.62","22,990.23","23,362.66"
Georgia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,60.8769,91.3894,118.3634,124.525,99.9346,121.6769,157.6735,200.4156,254.795,291.3821
Georgia,External Health Expenditure (EXT) per Capita in PPP Int$,,27.7293,48.8409,29.9812,20.9509,18.982,27.1345,24.6458,17.4146,18.22,18.0214
Georgia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,313.3089,330.2005,380.699,424.9195,431.0029,459.5732,462.3309,479.0493,411.0882,443.2016
Georgia,Gross Domestic Product ,in current PPP per capita,"5,416.45","5,715.59","5,617.11","6,120.91","6,795.55","7,473.99","7,971.87","8,604.00","9,040.52","9,449.58"
Georgia,General government expenditure ,in current PPP per capita,"1,539.77","1,867.04","2,011.55","2,023.68","1,976.64","2,209.89","2,301.26","2,576.18","2,654.71","2,832.48"
Germany,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,733.81","2,909.29","3,435.60","3,597.02","3,809.27","3,904.04","4,149.96","4,367.05","4,494.23","4,625.85"
Germany,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,519.1509,539.1273,567.9816,600.3167,635.4083,652.7423,645.0707,652.2976,676.3212,677.9771
Germany,Gross Domestic Product ,in current PPP per capita,"36,423.03","37,978.94","36,990.59","39,213.46","42,720.68","43,617.25","45,300.65","47,217.87","48,098.81","49,046.13"
Germany,General government expenditure ,in current PPP per capita,"15,595.38","16,548.50","17,598.72","18,530.50","19,100.42","19,320.43","20,244.11","20,912.96","21,095.02","21,661.03"
Greece,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,625.18","1,673.18","1,948.15","1,839.30","1,545.51","1,470.54","1,345.81","1,225.93","1,257.85","1,373.51"
Greece,External Health Expenditure (EXT) per Capita in PPP Int$,,,,0.2729,0.5207,4.3867,3.2256,17.9514,27.3387,35.2582,5.7846
Greece,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,,"1,141.89",843.5148,757.7917,734.1368,674.385,737.2383,779.1365,788.3338,776.5647
Greece,Gross Domestic Product ,in current PPP per capita,"29,319.95","30,903.17","30,393.51","28,181.06","26,097.86","25,190.06","26,006.79","26,753.98","26,605.94","26,745.66"
Greece,General government expenditure ,in current PPP per capita,"13,800.73","15,712.84","16,436.23","14,788.76","14,115.21","13,954.77","16,169.17","13,422.03","14,318.40","13,307.63"
Hungary,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,930.4367,994.3642,"1,016.62","1,078.44","1,139.26","1,116.72","1,173.96","1,206.59","1,235.93","1,293.01"
Hungary,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
Hungary,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,360.4503,386.746,392.3201,443.7696,485.4594,505.8566,502.8546,512.4746,536.9816,583.0402
Hungary,Gross Domestic Product ,in current PPP per capita,"19,007.22","20,663.83","20,630.92","21,525.08","22,809.20","23,067.59","24,424.40","25,496.56","26,114.26","26,656.04"
Hungary,General government expenditure ,in current PPP per capita,"9,471.22","10,038.38","10,390.22","10,598.44","11,278.67","11,180.84","12,040.18","12,588.76","13,085.10","12,403.95"
Iceland,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,968.29","3,091.40","3,037.62","2,722.07","2,697.71","2,756.28","2,930.37","3,062.86","3,209.52","3,460.19"
Iceland,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
Iceland,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,577.0435,597.3498,615.8909,615.5283,622.4362,640.3515,666.7597,684.1443,700.3547,716.1152
Iceland,Gross Domestic Product ,in current PPP per capita,"41,296.22","42,985.92","41,083.87","38,585.19","39,691.86","40,841.34","43,075.00","44,780.59","47,581.90","51,198.23"
Iceland,General government expenditure ,in current PPP per capita,"16,915.44","23,752.99","19,800.85","18,954.71","18,061.17","18,441.91","18,832.16","20,134.40","20,206.36","23,166.30"
Ireland,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,929.44","3,220.02","3,373.87","3,475.45","3,464.64","3,554.05","3,501.97","3,491.71","3,654.30","3,819.28"
Ireland,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,,,,,,0.1796
Ireland,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,427.8155,481.5762,555.9753,629.3968,656.1694,682.7265,702.1839,703.1297,697.014,688.4563
Ireland,Gross Domestic Product ,in current PPP per capita,"47,385.25","44,596.36","41,742.69","43,400.79","45,238.28","46,477.77","48,213.49","51,212.98","68,933.44","71,827.53"
Ireland,General government expenditure ,in current PPP per capita,"17,016.10","18,646.60","19,621.77","28,251.76","20,949.23","19,485.65","19,396.12","19,228.78","19,880.47","19,432.49"
Israel,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,197.16","1,212.48","1,232.33","1,313.51","1,375.86","1,459.05","1,591.63","1,607.89","1,724.65","1,776.92"
Israel,External Health Expenditure (EXT) per Capita in PPP Int$,,25.5219,27.3981,26.0779,26.8014,29.3398,32.4766,33.2671,32.3406,43.2751,43.477
Israel,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,525.1209,499.0684,507.9106,495.0973,520.849,542.4803,562.5773,578.7119,623.5907,653.1102
Israel,Gross Domestic Product ,in current PPP per capita,"28,518.64","28,215.52","28,322.27","29,595.58","31,353.87","32,578.70","35,169.24","35,264.23","37,293.15","38,869.08"
Israel,General government expenditure ,in current PPP per capita,"12,169.80","11,949.48","11,983.51","12,261.26","12,743.80","13,557.23","14,526.12","14,415.79","14,829.94","15,371.49"
Italy,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,157.91","2,361.42","2,429.48","2,465.14","2,473.60","2,476.89","2,482.71","2,459.12","2,453.18","2,552.12"
Italy,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,599.1869,648.7417,641.1055,645.6819,707.4945,705.3225,710.4054,719.6346,760.9328,791.9033
Italy,Gross Domestic Product ,in current PPP per capita,"34,115.88","35,507.86","34,563.19","35,093.86","36,356.38","36,325.89","36,463.31","36,074.65","36,600.92","38,356.10"
Italy,General government expenditure ,in current PPP per capita,"15,963.21","16,983.54","17,682.01","17,508.37","17,952.40","18,438.59","18,619.82","18,363.22","18,384.95","18,941.58"
Kazakhstan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,309.2151,409.6151,482.2837,361.3762,389.8908,459.9396,434.7127,456.9733,474.1578,504.8714
Kazakhstan,External Health Expenditure (EXT) per Capita in PPP Int$,,2.36,1.3794,3.3337,4.8874,3.2908,1.8707,1.7824,2.0191,2.8046,10.079
Kazakhstan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,154.0819,135.3442,146.5891,148.1055,149.2791,190.3958,162.6716,173.9238,241.6019,305.386
Kazakhstan,Gross Domestic Product ,in current PPP per capita,"17,391.98","18,135.35","18,283.29","19,597.46","21,161.68","22,220.50","23,536.21","24,564.40","24,758.02","24,354.32"
Kazakhstan,General government expenditure ,in current PPP per capita,"4,122.64","4,908.94","4,291.12","4,404.22","4,493.45","4,868.96","4,662.20","5,222.45","5,661.38","5,371.17"
Kyrgyzstan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,76.7019,78.474,96.345,93.8018,108.0189,123.6561,128.2606,124.9005,93.7985,93.9428
Kyrgyzstan,External Health Expenditure (EXT) per Capita in PPP Int$,,21.6812,12.2771,20.9202,14.8349,9.3483,17.834,14.3106,15.9383,18.7841,7.9195
Kyrgyzstan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,73.9513,86.0706,73.6894,82.2604,90.51,107.8039,123.4953,140.7159,140.1235,138.3426
Kyrgyzstan,Gross Domestic Product ,in current PPP per capita,"2,486.03","2,709.86","2,767.97","2,746.61","2,924.84","2,929.54","3,249.69","3,387.04","3,501.39","3,625.90"
Kyrgyzstan,General government expenditure ,in current PPP per capita,791.0387,794.1676,951.4003,"1,018.96","1,092.94","1,188.92","1,239.66","1,182.20","1,287.83","1,423.25"
Latvia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,608.8701,655.0852,613.1341,643.345,694.5797,691.5939,730.806,773.4404,794.8788,868.4897
Latvia,External Health Expenditure (EXT) per Capita in PPP Int$,,0.5275,1.0718,4.9224,0.0708,0,0,0,0,0,0
Latvia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,409.5534,405.1055,398.6498,397.4955,375.1621,433.4613,468.4765,506.8703,586.3143,708.3201
Latvia,Gross Domestic Product ,in current PPP per capita,"18,056.27","19,303.69","16,703.73","17,385.64","19,631.39","21,143.78","22,551.18","23,716.52","24,404.26","25,463.88"
Latvia,General government expenditure ,in current PPP per capita,"6,137.23","7,267.11","7,378.56","7,911.01","7,944.97","8,027.66","8,507.69","9,038.07","9,327.59","9,456.40"
Lithuania,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,719.5862,918.2791,952.8525,960.6042,"1,035.87","1,027.29","1,068.51","1,157.74","1,225.05","1,297.79"
Lithuania,External Health Expenditure (EXT) per Capita in PPP Int$,,0.9701,1.2834,1.3963,2.2501,2.5667,2.1431,2.345,2.3084,5.3646,19.6881
Lithuania,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,310.5156,365.8081,355.5066,372.7932,415.6581,490.4419,534.6816,547.6371,590.1957,639.7648
Lithuania,Gross Domestic Product ,in current PPP per capita,"18,982.46","20,651.25","18,023.33","19,824.27","22,671.11","24,527.74","26,533.03","28,068.07","28,622.55","29,652.18"
Lithuania,General government expenditure ,in current PPP per capita,"6,692.41","7,866.24","8,090.38","8,385.46","9,629.05","8,855.10","9,417.35","9,722.35","9,986.07","10,142.60"
Luxembourg,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"4,515.81","5,032.22","5,290.56","5,240.41","4,727.47","5,068.85","5,247.16","5,464.52","5,267.83","5,176.18"
Luxembourg,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,71.8918,79.4253,78.6462,78.4682,76.3115,73.5732
Luxembourg,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,543.9194,576.0438,602.6593,622.5586,619.6399,635.6315,651.0189,714.1585,706.1029,716.0876
Luxembourg,Gross Domestic Product ,in current PPP per capita,"84,638.38","87,563.17","82,977.39","86,531.15","93,174.67","92,685.82","96,715.65","102,867.66","103,727.40","103,413.78"
Luxembourg,General government expenditure ,in current PPP per capita,"31,998.13","34,758.80","37,458.87","38,182.58","39,474.42","40,846.51","41,899.09","43,012.51","43,083.30","43,567.79"
Malta,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,368.21","1,355.70","1,376.08","1,476.20","1,582.94","1,672.02","1,868.59","1,945.48","2,055.70","2,215.91"
Malta,External Health Expenditure (EXT) per Capita in PPP Int$,,,,,,,0.1071,1.2009,0.2967,0.4255,
Malta,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,637.2011,690.6979,688.0404,755.8821,814.2198,933.5449,"1,057.24","1,151.46","1,257.44","1,221.01"
Malta,Gross Domestic Product ,in current PPP per capita,"24,957.04","26,292.42","26,233.57","27,868.40","28,706.71","29,611.14","31,318.10","33,626.76","36,224.31","37,773.20"
Malta,General government expenditure ,in current PPP per capita,"10,268.04","11,209.90","10,986.85","11,443.80","11,832.21","12,648.29","13,143.58","13,877.87","14,508.95","14,006.54"
Monaco,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"1,923.85","2,100.69","2,185.69","2,276.89","2,343.94","2,442.55","2,636.09","2,808.36","2,754.36","2,401.89"
Monaco,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,164.5984,167.268,148.1899,150.4269,165.0676,167.1666,187.6558,204.9568,206.1976,213.1874
Monaco,Gross Domestic Product ,in current PPP per capita,"134,188.22","135,520.38","118,055.80","119,945.20","132,562.25","134,433.96","151,155.75","166,130.31","167,880.66","172,535.58"
Monaco,General government expenditure ,in current PPP per capita,"26,387.89","27,359.53","24,229.45","24,831.67","26,096.42","26,960.21","28,572.88","33,895.42","34,030.67","35,859.71"
